link,org_type,dt,overdue_amount,loan_amount,should_repay_amount,amount,balance,review_y,review_n,cnt,unique_num
02,22,20190801,,,,,0.0,0,0,718569,532502
01,01,20200201,,,,,0.0,0,0,5529,5237
01,09,20190601,,,,,0.0,0,0,5765575,3040608
01,09,20191201,,,,,0.0,0,0,1057578,992456
02,26,20190501,,,,,0.0,0,0,642,512
05,05,20201001,,,,,0.0,0,0,4807,4459
05,17,20191101,,,,,2108645.4199999995,0,0,10762673,5594149
06,09,20200801,4010780428.2229986,,,,0.0,0,0,5042496,2106159
06,22,20191201,6224782323.680005,,,,915641569.9300001,0,0,779534,518367
06,26,20200301,302225505.42,,,,0.0,0,0,75667,34119
07,09,20201001,,26758100.0,937774260.72,1267318.8900000001,337.0,0,0,445980,308084
07,99,20200501,,34336500.0,6861976725.543396,2508423.9599999995,3791.4300000000003,0,0,7377261,3492154
03,,20191001,,,,,0.0,7717750,3921699,11639449,8588501
03,28,20190801,,,,,0.0,2,1,3,3
02,10,20200501,,,,,0.0,0,0,2,2
,11,20190501,,,,,0.0,0,0,3,3
05,06,20190801,,,,,18437597.580000002,0,0,177151,50736
06,16,20190501,8844489298.867002,,,,44190.0,0,0,240780,156517
07,15,20190801,,,152845566.89999995,,0.0,0,0,44925,18096
01,06,20191101,,,,,0.0,0,0,870,731
01,19,20200301,,,,,0.0,0,0,1045,838
03,07,20191201,,,,,0.0,2907006,288249,3195255,2175249
03,2,20200301,,,,0.0,0.0,93564,2268,95832,92552
07,01,20200401,,48651559.66,18741855599.702515,0.0,18292786889.932823,0,0,46444429,20190384
07,07,20190401,,24152127.7,6580561445.573965,10605.0,26662585609731.133,0,0,15086602,5568995
07,09,20200201,,876340135.8,20981853546.90373,118443706.04000002,266742.02999999997,0,0,58848646,25241855
,04,20190601,,,,,0.0,0,0,13296943,11015895
,19,20191001,,,,,0.0,0,0,552117513,234799125
04,,20190601,,622631665656.1311,,,2840996281758.426,0,0,6873175,3920206
07,18,20190801,,949276.5899999999,24125638318.009907,0.0,77135247.44999994,0,0,19423847,4848359
02,16,20190501,,,,,0.0,0,0,477963,333024
01,18,20200901,,,,,0.0,0,0,359730,334744
02,02,20191201,,,,,0.0,0,0,2732025,2078693
02,06,20200501,,,,,0.0,0,0,7400,681
02,18,20200601,,,,,0.0,0,0,372296,314393
02,22,20191201,,,,,0.0,0,0,288867,197099
03,01,20190901,,,,,0.0,13230139,14468,13244607,10114280
03,02,20200901,,,,,0.0,256352,86087,342439,290437
03,22,20191201,,,,,0.0,465711,790749,1256460,876004
04,09,20201001,,34028061.06999999,,,0.0,0,0,2263,2146
04,24,20190401,,15609500973.185001,,,7873229572.063001,0,0,128031,85340
05,18,20200801,,,,,0.0,0,0,1065759,710661
06,01,20200901,100095830.20000027,,,,0.0,0,0,733502,391620
06,05,20200401,5380217163.800002,,,,0.0,0,0,1717565,435937
06,18,20191101,1374102009.6449993,,,,0.0,0,0,1219798,384839
07,07,20200401,,5670200.0,7002179007.727284,,9692491.13,0,0,11620813,4416825
07,16,20190401,,30513415.0,710812767.8400007,3202038219.6599984,47007772515387.85,0,0,3585041,2147461
,23,20200801,,,,,0.0,0,0,483,60
,25,20190901,,,,,0.0,0,0,11326,8267
03,,20201001,,,,,0.0,453545,143311,596856,548113
05,15,20201001,,,,,0.0,0,0,2,2
04,20,20190801,,100000.0,,,100000.0,0,0,1,1
02,06,20200201,,,,,0.0,0,0,9380,1167
03,19,20200201,,,,0.0,0.0,2844787,861241,3706028,3481722
04,05,20200801,,403824471.13,,,0.0,0,0,48926,40958
05,09,20190501,,,,,3179684.1700000013,0,0,1583867,748893
05,18,20200701,,,,,0.0,0,0,1445070,769749
06,02,20190601,319101.74,,,,500.0,0,0,20021,4847
06,08,20200701,760417884.2011205,,,,0.0,0,0,400947,168926
06,16,20190601,14686431385.36,,,,36860.12,0,0,506396,316517
07,01,20190601,,46280822.0,57056287.589999996,20000.0,377097.0,0,0,445487,223782
07,19,20190601,,0.0,502661274299.7796,910185201198.4246,783096813984382.0,0,0,95805770,52995426
07,22,20190701,,186574701.64,75967691419.70918,,2612921486861940.5,0,0,21807272,7842748
,05,20200901,,,,,0.0,0,0,1192688,958841
,28,20191201,,,,,0.0,0,0,3500,3182
05,,20200901,,,,,729382799906.7747,0,0,32857521,19245988
03,21,20190401,,,,0.0,0.0,93819,145249,239068,224658
03,19,20190701,,,,0.0,0.0,1936606,296848,2233454,2076853
01,02,20190801,,,,,0.0,0,0,13773,10116
02,02,20200901,,,,,0.0,0,0,4736163,3114753
02,17,20191001,,,,,0.0,0,0,3107364,2207644
05,2,20200301,,,,,303651179823.65015,0,0,6228070,4628695
05,2,20200901,,,,,257560333753.84988,0,0,3046391,2148417
05,22,20190601,,,,,77118693.34,0,0,8680198,4060770
05,25,20200401,,,,,0.0,0,0,17462,3168
05,99,20200101,,,,,0.0,0,0,1797946,865032
07,09,20191001,,222110184.4,33600459177.712177,390145884.5699997,3285800.9900000016,0,0,37202137,9702756
07,2,20200601,,1621770.64,25418952397.702003,48081181053.949066,169654967.16999996,0,0,8802326,5741490
07,2,20200701,,0.0,37631230439.14998,50305390123.80004,199290341.75999993,0,0,9778844,6548647
07,22,20200901,,293966394.81,134018892210.30338,2302935.4300000006,22245318515.639313,0,0,62200983,33167795
07,99,20200301,,23434900.0,7810725340.462299,2504926.2,158738.68,0,0,14605567,8842956
,15,20200201,,,,,0.0,0,0,121572,69457
,22,20191001,,,,,0.0,0,0,39654377,24719049
,10,20200201,,,,,0.0,0,0,37,37
07,11,20190701,,,469.98,,0.0,0,0,2,2
07,28,20200601,,,0.0,,0.0,0,0,2,2
06,05,20190401,2152967274.2300024,,,,685245.0,0,0,1425946,314942
01,24,20190701,,,,,0.0,0,0,26732,26381
01,04,20200701,,,,,0.0,0,0,11855,9923
01,16,20190601,,,,,0.0,0,0,12376,11270
02,06,20200401,,,,,0.0,0,0,5887,1029
02,2,20191101,,,,,0.0,0,0,160486,141994
03,99,20200901,,,,,0.0,164842,674182,839024,562760
04,01,20190701,,371715500.37,,,0.0,0,0,16253,14613
05,22,20200301,,,,,697034317.8800006,0,0,8614138,4478365
05,26,20191201,,,,,110753794.35999997,0,0,863127,595977
05,26,20200101,,,,,180555818.17000002,0,0,982860,634115
06,21,20200601,11785466958.674381,,,,406021.5,0,0,4739057,2264082
07,07,20200701,,47609000.0,4410620481.43003,0.0,2654587.68,0,0,8423236,3345102
07,17,20191001,,1285253310.7199838,121455995243.60895,18292.36,57598022727.548325,0,0,118907857,44915542
,02,20190401,,,,,0.0,0,0,74398,67330
,16,20200101,,,,,0.0,0,0,8409657,3840554
,18,20191001,,,,,0.0,0,0,9599721,4882930
,24,20191201,,,,,0.0,0,0,10378547,3157005
,99,20191201,,,,,0.0,0,0,80257138,50202033
02,,20190401,,,,,0.0,0,0,8214429,5645431
07,06,20200901,,12201.0,561207027.4200001,,0.0,0,0,273166,47125
06,3,20200101,0.0,,,,0.0,0,0,104,22
03,28,20190601,,,,,0.0,1,0,1,1
05,02,20191201,,,,,0.0,0,0,14793345,10694827
01,18,20191001,,,,,0.0,0,0,738383,694568
01,02,20200101,,,,,0.0,0,0,219641,63662
01,15,20200701,,,,,0.0,0,0,30261,23174
02,2,20190501,,,,,0.0,0,0,34805,32267
02,21,20191001,,,,,0.0,0,0,617538,591421
03,16,20190901,,,,0.0,0.0,44034,219293,263327,245681
03,21,20201001,,,,0.0,0.0,2005547,8743,2014290,2012492
04,22,20200401,,1241411741.03,,,85197839.96,0,0,166163,118446
05,15,20190401,,,,,0.0,0,0,2147,2141
05,18,20190701,,,,,1964366.46,0,0,1912935,1278062
06,01,20191001,243178559.4047669,,,,14354.35,0,0,346257,191642
06,2,20190901,1005990789.3015803,,,,7662309.0200000005,0,0,127663,82105
06,2,20200901,4268407789.671001,,,,1659824.837968,0,0,471508,368051
,06,20200901,,,,,0.0,0,0,61942,18620
,25,20190701,,,,,0.0,0,0,105739,52936
,25,20191101,,,,,0.0,0,0,15445,9008
,28,20200201,,,,,0.0,0,0,692,558
03,,20200701,,,,,0.0,14557194,3869778,18426972,14593933
06,,20200901,381800316681.81757,,,,116242956314.12126,0,0,43598038,22500194
06,18,20191001,1282903657.2965996,,,,0.0,0,0,1102001,354584
05,24,20190901,,,,,53116105201.41001,0,0,1470982,956214
05,18,20190501,,,,,3879810.2899999996,0,0,1726120,1195958
07,04,20190801,,9538500.0,22867862237.12992,0.0,121597938.57000004,0,0,7832618,3145657
01,15,20190501,,,,,0.0,0,0,1971,1964
01,17,20190401,,,,,0.0,0,0,755163,597023
02,06,20200601,,,,,0.0,0,0,6146,415
02,22,20200901,,,,,0.0,0,0,392268,259246
03,2,20200801,,,,0.0,0.0,43379,25278,68657,60709
03,22,20190701,,,,,0.0,67683,392967,460650,316302
03,26,20200601,,,,0.0,0.0,105,158200,158305,154884
04,06,20191001,,7554480.520000001,,,0.0,0,0,918,718
04,16,20200201,,176060459.91000003,,,12460.0,0,0,16919,13043
04,18,20190701,,175231279.0,,,0.0,0,0,84388,72482
05,01,20190701,,,,,206151.1600000001,0,0,18291,8954
05,01,20191001,,,,,380815.4199999994,0,0,228000,173944
06,17,20200701,117210556959.03496,,,,104483.92,0,0,36667738,11020071
07,09,20190401,,17815481.009999998,16781001501.2752,335094718.7400002,54341626509644.875,0,0,40966393,8528726
07,09,20190701,,134204238.0,16874178148.424633,705828869.6100005,147282137238195.47,0,0,77861569,14044036
07,10,20190601,,,70481282.81999995,,248465165897343.0,0,0,126601,40623
07,20,20190601,,,332929.27999999997,,0.0,0,0,198,150
,01,20191101,,,,,0.0,0,0,54973427,44666608
,15,20191001,,,,,0.0,0,0,64879,26071
,2,20191001,,,,,0.0,0,0,41483382,31900816
01,,20191101,,,,,0.0,0,0,16230424,10698067
,10,20190401,,,,,0.0,0,0,1717,3
02,01,20190901,,,,,0.0,0,0,158212,140839
01,04,20191101,,,,,0.0,0,0,22847,20510
01,19,20200501,,,,,0.0,0,0,10017,8282
02,19,20191201,,,,,0.0,0,0,525978,353281
03,02,20200801,,,,0.0,0.0,309807,76624,386431,341738
03,21,20200101,,,,0.0,0.0,1108924,332337,1441261,1113053
04,09,20200301,,1068199326.2700003,,,2642892.9700000007,0,0,101902,89568
04,18,20200801,,48905534.0,,,0.0,0,0,106634,80258
04,22,20200101,,777485828.6600007,,,334623565.71999997,0,0,133224,90998
04,99,20200201,,1364173482.4900005,,,0.0,0,0,152593,80751
05,08,20191101,,,,,46011.54,0,0,23345,21211
06,09,20200901,2896020117.789999,,,,0.0,0,0,2544998,952543
06,21,20190401,20860270654.543587,,,,1284920650.0,0,0,3405127,1307947
07,18,20200701,,1648622.4300000009,13128872603.780014,0.0,56642766.490000024,0,0,9413033,2125031
,18,20200801,,,,,0.0,0,0,44468203,14051877
,99,20190601,,,,,0.0,0,0,26050156,15436211
07,05,20200801,,228000.0,6604965841.220009,,101854961.93999998,0,0,3570833,1549221
02,25,20200201,,,,,0.0,0,0,45,43
04,07,20191201,,3128406197.7800007,,,8837266.8,0,0,304241,248023
02,04,20191201,,,,,0.0,0,0,1038824,459314
04,02,20200501,,18438661070.72032,,,0.01,0,0,12133429,7372612
01,07,20200901,,,,,0.0,0,0,121529,110056
01,15,20191001,,,,,0.0,0,0,3918,3890
03,25,20200601,,,,,0.0,77,91,168,151
04,19,20200601,,50679886980.0,,,144663082426.18005,0,0,1685387,1257420
05,07,20200901,,,,,0.0,0,0,4281733,1837107
06,24,20190401,24478012589.28001,,,,22084808376.050003,0,0,66222,28468
07,15,20200301,,4000.0,165034543.12999997,,0.0,0,0,131876,62201
07,2,20200801,,0.0,22572492388.00999,41102983149.22164,405440294.3200002,0,0,8568458,5657715
,,20200301,,,,,0.0,0,0,401155006,181896114
,15,20190501,,,,,0.0,0,0,100766,34395
04,06,20200901,,8289930.359999999,,,0.0,0,0,642,474
,20,20190701,,,,,0.0,0,0,362,239
05,23,20191001,,,,,806287.9299999998,0,0,92,18
02,10,20191201,,,,,0.0,0,0,1,1
04,20,20191001,,500000.0,,,0.0,0,0,2,1
06,20,20200601,0.0,,,,0.0,0,0,1,1
01,18,20190401,,,,,0.0,0,0,754813,664707
05,24,20190401,,,,,7951455293.589998,0,0,301952,221708
01,09,20191001,,,,,0.0,0,0,1227345,747895
01,17,20200101,,,,,0.0,0,0,2522195,2113190
01,17,20200701,,,,,0.0,0,0,2773923,2523694
02,08,20191001,,,,,0.0,0,0,54052,26152
02,99,20190501,,,,,0.0,0,0,395128,350044
03,21,20200401,,,,0.0,0.0,1089106,311976,1401082,1010847
04,05,20191201,,14286124.74,,,22922.89,0,0,11697,10371
04,16,20190601,,66107787.73,,,1422.71,0,0,100511,54303
05,08,20190501,,,,,9549.0,0,0,38217,34666
05,24,20200301,,,,,82521146516.98,0,0,2648631,1627545
06,17,20191001,50506160058.075226,,,,65318.64,0,0,13096583,4583253
06,19,20190601,173233316954.85892,,,,3901808004226.8813,0,0,3611435,1707485
07,09,20200801,,650094504.6399999,13206815406.201975,20007936.360000007,104515.12,0,0,11736910,3961003
07,17,20200401,,1695019870.3399498,725486811689.9651,3647.06,76373374340.8787,0,0,147259352,59788073
,,20190701,,,,,0.0,0,0,344158839,183358121
,04,20190701,,,,,0.0,0,0,8643316,6301460
,08,20201001,,,,,0.0,0,0,44917,42666
,3,20190501,,,,,0.0,0,0,271,123
03,,20200901,,,,,0.0,8146956,3629478,11776434,8818915
04,,20190701,,459038979167.4312,,,2133886981628.3928,0,0,7347270,4470050
01,2,20190701,,,,,0.0,0,0,86,86
04,3,20190501,,47860.27,,,47860.27,0,0,42,5
06,23,20191201,0.0,,,,0.0,0,0,2,2
02,22,20200401,,,,,0.0,0,0,387495,232217
03,01,20200401,,,,,0.0,156475,6994,163469,126073
03,25,20200801,,,,,0.0,14,99,113,101
06,01,20200601,785989556.6329927,,,,0.0,0,0,1568936,630629
07,21,20200701,,220000.0,21901947634.180008,1135430284918.7488,303580971.8600002,0,0,166690928,53244709
,21,20200701,,,,,0.0,0,0,369640388,91344153
,26,20190601,,,,,0.0,0,0,12991,10843
07,28,20190501,,,0.0,,0.0,0,0,14,14
04,23,20190401,,0.0,,,18.700000000000003,0,0,5,5
06,20,20200701,1416.2,,,,0.0,0,0,3,3
03,25,20200201,,,,,0.0,8,0,8,7
02,17,20190701,,,,,0.0,0,0,8736519,5766214
07,08,20190701,,0.0,4906640698.030013,0.0,1760475215418220.5,0,0,3072062,1539331
07,07,20200101,,7733550.0,3037995961.5830097,20667677.530000005,24651714.68999999,0,0,9597860,3936404
01,01,20191001,,,,,0.0,0,0,5529,5415
01,05,20200401,,,,,0.0,0,0,14480,8707
01,06,20200501,,,,,0.0,0,0,360,325
01,07,20200701,,,,,0.0,0,0,168133,153372
02,18,20200701,,,,,0.0,0,0,511569,356039
03,99,20201001,,,,,0.0,19967,30752,50719,42329
04,21,20190401,,5126863269.000002,,,4582518329.22,0,0,225061,192463
05,26,20200401,,,,,114608433.68000004,0,0,820184,521817
06,04,20190801,1923771505.3620007,,,,6551.56,0,0,3143370,1244086
06,16,20191201,13402407688.037504,,,,0.0,0,0,980975,798903
06,17,20200401,83265617639.52861,,,,0.0,0,0,47259999,10908865
07,04,20201001,,4000.0,9028759008.789997,0.0,0.0,0,0,818337,775506
,01,20191001,,,,,0.0,0,0,36048399,31479423
01,,20191001,,,,,0.0,0,0,13813096,8990259
06,3,20200901,0.0,,,,0.0,0,0,42,18
05,08,20190801,,,,,54601.66,0,0,130958,118759
04,08,20190601,,2833115166.3,,,0.0,0,0,105764,50669
02,09,20191001,,,,,0.0,0,0,3161269,2094639
02,2,20191001,,,,,0.0,0,0,120329,95871
02,24,20200401,,,,,0.0,0,0,194418,132071
03,01,20191001,,,,,0.0,9082317,10868,9093185,5911750
03,09,20191201,,,,,0.0,3115192,1072955,4188147,2609191
03,19,20200101,,,,0.0,0.0,2407067,959778,3366845,3108442
03,25,20200501,,,,,0.0,48,259,307,280
04,08,20200701,,4827088828.669998,,,0.0,0,0,288499,172624
04,19,20191201,,40775184507.11,,,89765041462.45999,0,0,314863,230306
04,24,20200201,,26751000076.027367,,,17460803068.609993,0,0,115026,79886
06,07,20200401,3510455376.420997,,,,0.0,0,0,1956350,935131
06,26,20200801,538396137.7400001,,,,0.0,0,0,133382,51541
07,16,20200801,,125322100.0,12866883421.435982,3827302164.6230016,0.0,0,0,5164788,1008846
,05,20200601,,,,,0.0,0,0,197833,124404
,15,20191101,,,,,0.0,0,0,82556,28099
,19,20200801,,,,,0.0,0,0,528157847,237081170
,23,20200201,,,,,0.0,0,0,15916,14051
05,,20200601,,,,,733170681908.7758,0,0,30195671,17613498
07,24,20191101,,1450000.0,43958816691.58994,18809071491.24999,2328354336.96367,0,0,5321973,3013413
04,3,20200501,,7053.67,,,7053.67,0,0,5,3
07,10,20200601,,,74.28,,0.0,0,0,1,1
07,21,20190501,,230000.0,78921854841.543,492188561211.4596,4900432129.21,0,0,70514033,26741337
04,16,20190501,,248197612.81999996,,,180.0,0,0,88568,62133
07,01,20191101,,57524990.1,11440628442.348597,,11059985131.468525,0,0,26133584,12910050
01,02,20191001,,,,,0.0,0,0,61573,36055
01,99,20200601,,,,,0.0,0,0,4065,3196
02,06,20190901,,,,,0.0,0,0,97275,4732
02,06,20200701,,,,,0.0,0,0,5567,3425
04,01,20200301,,479205100.0,,,0.0,0,0,1760471,1755844
04,22,20191001,,1192285265.1200001,,,302551579.79999995,0,0,90586,67252
05,06,20190701,,,,,15081587.340000002,0,0,174926,53692
06,09,20190401,3102934613.9639935,,,,676168079710.6802,0,0,1360981,539386
06,09,20200501,11443656775.576706,,,,0.0,0,0,6314178,1669611
07,21,20200201,,48000.0,30853377921.74089,1437098390007.3499,564122399.1619998,0,0,196429391,52960197
07,26,20201001,,,148100262.83999988,992632611.4799997,0.0,0,0,132567,122373
07,99,20190401,,1042150.0,2332255379.9600015,14396.0,18043107462719.742,0,0,8978687,5522260
07,99,20200201,,21251565.299999997,5440063487.27001,25203776.70999999,20924.63,0,0,41631853,22510354
07,99,20201001,,0.0,518661403.3899999,0.0,2246818.0,0,0,489161,377475
,05,20200701,,,,,0.0,0,0,334832,261233
,08,20200301,,,,,0.0,0,0,449915,346055
,2,20190901,,,,,0.0,0,0,24875169,20912094
,24,20190901,,,,,0.0,0,0,9422287,3904590
,99,20200601,,,,,0.0,0,0,35468367,21420262
05,,20200701,,,,,1005394468212.7921,0,0,38507046,20930770
02,02,20200501,,,,,0.0,0,0,3700229,2513923
02,16,20191101,,,,,0.0,0,0,726743,456539
02,18,20200901,,,,,0.0,0,0,554115,436806
02,26,20200401,,,,,0.0,0,0,3008,2546
03,26,20191101,,,,0.0,0.0,145,1302,1447,1276
03,99,20200101,,,,,0.0,909848,1303195,2213043,1429597
06,01,20190601,115961347.39000002,,,,1493.19,0,0,25005,23473
07,04,20200501,,1443500.0,27892154324.520042,0.0,15111.109999999999,0,0,9289969,3125615
07,2,20200301,,,27192326648.040024,73834420936.45009,157037026.59999993,0,0,12368743,7382783
07,25,20200801,,,325653126.1,878745.6000000001,162284604.82,0,0,7734,3532
,2,20200701,,,,,0.0,0,0,58424041,33918927
02,3,20200201,,,,,0.0,0,0,25,15
,10,20190801,,,,,0.0,0,0,2,1
,11,20191101,,,,,0.0,0,0,1,1
07,2,20190901,,,11046876825.912083,8418748414.903886,919927037.7059996,0,0,2647358,2003091
02,09,20190501,,,,,0.0,0,0,5961082,4028464
01,16,20200501,,,,,0.0,0,0,153518,148262
03,26,20191201,,,,0.0,0.0,200,58185,58385,56844
04,07,20200701,,8097889225.900006,,,0.0,0,0,478459,353065
04,2,20200301,,4412946508.4,,,10617617118.070004,0,0,203604,150874
04,22,20200701,,1242107178.3700001,,,791258869.11,0,0,88758,62941
04,26,20191101,,41802733.629999995,,,2477457706.24,0,0,420,379
05,24,20191101,,,,,89414665569.41995,0,0,2153471,1144068
07,17,20200601,,1498095669.349958,118921794847.5119,1234.0,69020042474.49927,0,0,100680798,48429365
07,18,20190701,,268000.0,23152339556.14992,0.0,25604852546766.824,0,0,18035189,4443658
,04,20200801,,,,,0.0,0,0,20048982,12633223
,23,20200301,,,,,0.0,0,0,5259,5016
,99,20190901,,,,,0.0,0,0,64864425,40495387
04,,20200801,,207701200064.248,,,835184580263.0405,0,0,7336895,4784844
06,3,20200801,0.0,,,,0.0,0,0,29,16
,23,20200501,,,,,0.0,0,0,303,18
01,24,20191201,,,,,0.0,0,0,6,6
02,3,20191201,,,,,0.0,0,0,1,1
01,17,20190701,,,,,0.0,0,0,2618891,1688592
02,01,20190601,,,,,0.0,0,0,206059,109915
03,15,20201001,,,,,0.0,282,0,282,270
04,04,20190401,,1579700.0,,,0.0,0,0,98387,86610
04,99,20200901,,1542544899.1399992,,,0.0,0,0,471919,342261
06,07,20190601,2256364541.118002,,,,1028167.1899999997,0,0,715588,327777
06,16,20190401,7810128341.671607,,,,129018.0,0,0,182607,114992
06,19,20191001,113316593338.1736,,,,45547856503.67235,0,0,18074363,8407428
07,17,20200801,,1740124698.939943,138868735553.3196,4657848.689999998,79178880922.63007,0,0,113344913,54080106
07,99,20191001,,10895000.0,4458750361.532132,1185231.74,0.0,0,0,9325591,4714312
,3,20190801,,,,,0.0,0,0,593,145
05,23,20190601,,,,,0.0,0,0,1,1
03,28,20200801,,,,,0.0,1,0,1,1
05,17,20190801,,,,,873696.2699999998,0,0,11730474,5508467
02,06,20200801,,,,,0.0,0,0,3824,2106
02,16,20200201,,,,,0.0,0,0,1160312,694119
02,16,20200301,,,,,0.0,0,0,979758,506166
03,18,20191001,,,,,0.0,3611701,1116394,4728095,2609532
04,02,20200801,,11415687572.320225,,,0.0,0,0,9676834,6117217
05,17,20200301,,,,,60562.270000000004,0,0,28850798,12569186
06,25,20190501,133677057.68000004,,,,5389724.75,0,0,4418,2411
07,04,20200701,,1717700.0,31493961129.950012,0.0,2508047.84,0,0,10918093,3443924
07,18,20200501,,2534187.319999999,41902357935.27996,0.0,76711292.21000004,0,0,14667085,4438695
,15,20200701,,,,,0.0,0,0,70320,62209
05,23,20200201,,,,,0.0,0,0,4,4
01,08,20200501,,,,,0.0,0,0,13,4
07,3,20200901,,,0.0,,0.0,0,0,83,27
05,20,20200801,,,,,778163.73,0,0,3,1
03,09,20190801,,,,0.0,0.0,26340258,4743054,31083312,13750836
01,18,20200401,,,,,0.0,0,0,116010,105671
02,16,20190901,,,,,0.0,0,0,494718,350762
03,07,20200801,,,,,0.0,6409939,438785,6848724,3438823
04,17,20200901,,2520018821.989999,,,124174.35999999991,0,0,3610030,2096527
04,22,20200501,,1123702692.1599996,,,148555265.84000006,0,0,114722,75950
05,01,20200801,,,,,610149.9000000001,0,0,64514,45755
06,04,20200201,3524310520.4080005,,,,8515.08,0,0,3620623,1495988
06,21,20191001,39133597428.00841,,,,607836.2700000001,0,0,6139331,2939811
07,05,20190901,,464800.0,2083334220.9800007,0.0,13170000.0,0,0,1095013,566571
07,18,20200401,,6185685.339999997,20567604679.09998,,84177799.73999996,0,0,16246926,3896994
07,20,20200201,,,49827414.15,,0.0,0,0,863,534
,06,20200601,,,,,0.0,0,0,188486,114200
,09,20200101,,,,,0.0,0,0,35333927,22863810
,17,20200101,,,,,0.0,0,0,171050998,69031105
06,,20200601,359172701913.39185,,,,94603807722.96156,0,0,49887682,23343803
07,01,20190801,,46911768.0,9207846976.899197,115700.32,7481920685.158236,0,0,17410328,9599416
03,06,20190801,,,,,0.0,171506,13175,184681,146863
07,04,20190501,,6273800.0,13542952831.270058,3514.2200000000003,286589929.83,0,0,4998868,2482256
01,04,20190601,,,,,0.0,0,0,27932,25384
01,26,20191201,,,,,0.0,0,0,227,165
02,99,20200201,,,,,0.0,0,0,828849,645630
03,15,20200901,,,,,0.0,4729,0,4729,4228
03,18,20200901,,,,,0.0,412774,385211,797985,484702
04,17,20200101,,4103090838.899999,,,955406.7,0,0,3979545,2191802
04,2,20191101,,9082270357.489998,,,69027761643.66998,0,0,113661,71080
06,21,20200301,20292006308.950005,,,,0.0,0,0,6207766,2779518
07,3,20200801,,,0.0,,0.0,0,0,72,26
07,19,20190501,,0.0,383524449667.5936,745804297987.7844,516950637239552.0,0,0,82023868,49403835
01,18,20191101,,,,,0.0,0,0,682703,646032
02,25,20200401,,,,,0.0,0,0,506,364
03,05,20191101,,,,,0.0,119423,102146,221569,211734
04,09,20191201,,1189853344.1600006,,,2345178.2400000007,0,0,133400,101767
04,26,20200101,,34686900.0,,,313972619.71999997,0,0,449,406
07,13,20200101,,,0.0,,0.0,0,0,1921,1878
,02,20200501,,,,,0.0,0,0,161488989,88579088
,02,20200901,,,,,0.0,0,0,245766650,135118937
,04,20200901,,,,,0.0,0,0,27485452,16461483
,09,20200201,,,,,0.0,0,0,109214787,50287358
02,,20200501,,,,,0.0,0,0,32237493,28314400
02,,20200901,,,,,0.0,0,0,10796129,8170068
04,,20200901,,178465234774.526,,,513853306414.9598,0,0,5584626,3494882
07,20,20200601,,,29792948.110000007,,0.0,0,0,660,457
06,17,20190901,44030938862.01101,,,,69073.56,0,0,9511960,3620745
07,21,20190801,,0.0,23799017106.327274,1139820207776.8198,3905019170.0299993,0,0,161756752,46522907
02,04,20190601,,,,,0.0,0,0,479518,266619
02,17,20200501,,,,,0.0,0,0,1881219,1233996
02,2,20200601,,,,,0.0,0,0,174269,125981
02,24,20191101,,,,,0.0,0,0,119469,87565
03,02,20200301,,,,,0.0,3309576,58400,3367976,2509492
03,09,20190401,,,,0.0,0.0,9819227,1582737,11401964,8006424
05,15,20190601,,,,,0.0,0,0,3332,3296
05,16,20200901,,,,,0.0,0,0,214409,168737
05,19,20200401,,,,,369279569483.62854,0,0,45930393,35099875
06,06,20191101,598419745.63,,,,7236989.499999998,0,0,31844,16822
06,07,20200701,4631174744.198008,,,,104079.11000000003,0,0,1871631,867270
06,07,20200801,6396764137.258005,,,,0.0,0,0,2444767,1161999
06,99,20191101,3296730086.0453672,,,,0.0,0,0,508608,140035
07,19,20200701,,20352811.0,375797154973.9284,1412970062274.4,256267491287.38632,0,0,326740066,213821836
,2,20191201,,,,,0.0,0,0,68467214,37709510
,22,20191101,,,,,0.0,0,0,20641835,16142561
03,06,20191101,,,,,0.0,47699,8671,56370,33544
07,3,20200301,,,0.0,,0.0,0,0,72,23
05,22,20190501,,,,,41755553.74999999,0,0,6393648,3063188
04,07,20190701,,3205066122.14,,,7097545.21,0,0,183068,160238
01,21,20190401,,,,,0.0,0,0,44,38
02,02,20200701,,,,,0.0,0,0,3728151,2617753
02,05,20200501,,,,,0.0,0,0,76621,59156
02,21,20191201,,,,,0.0,0,0,1388764,1103318
04,2,20191001,,8462664752.209999,,,204690272.17000002,0,0,55496,19810
05,07,20200201,,,,,8154.04,0,0,4286620,1934693
05,24,20200201,,,,,125617826868.02003,0,0,2693138,1504690
,17,20190701,,,,,0.0,0,0,146339484,61144062
,20,20190601,,,,,0.0,0,0,261,239
,22,20191201,,,,,0.0,0,0,16883843,14594892
01,01,20190501,,,,,0.0,0,0,254,226
01,26,20200501,,,,,0.0,0,0,177,137
,11,20200201,,,,,0.0,0,0,1,1
03,18,20190801,,,,,0.0,4842409,1303951,6146360,3540664
02,24,20190801,,,,,0.0,0,0,206699,139628
06,09,20190701,5919506236.160475,,,,3152810745252.9185,0,0,2987757,1050457
06,08,20190701,626265222.862,,,,17868575862182.17,0,0,313503,135136
06,24,20190701,71773927721.166,,,,67758192061.49,0,0,174256,71292
02,24,20190701,,,,,0.0,0,0,267255,234363
07,24,20190401,,,42282102192.249985,6352998123.73,69076789853.32993,0,0,1875255,1119898
01,05,20190701,,,,,0.0,0,0,4589,2239
03,04,20191201,,,,,0.0,285776,295624,581400,551128
